RB Leipzig,José Ángel Esmoris Tasende,Bundesliga,Spain,83,LM,IF,0
Leicester City,Çaglar Söyüncü,Premier League,Turkey,83,CB,MOTM,20K
Athletic Club,Iñigo Martínez Berridi,LaLiga Santander,Spain,83,CB,MOTM,25K
RB Leipzig,Christopher Nkunku,Bundesliga,France,83,ST,IF,66K
Al Hilal,Bafétimbi Gomis,MBS Pro League (SAU 1),France,83,ST,IF,56K
Al Ittihad,Romarinho,MBS Pro League (SAU 1),Brazil,83,CAM,SIF,58K
TSG Hoffenheim,Pavel Kaderábek,Bundesliga,Czech Republic,83,RWB,IF,0
Inter,Alexis Sánchez,Serie A TIM,Chile,83,ST,IF,0
LASK,Gernot Trauner,Ö Bundesliga (AUT 1),Austria,83,CB,SIF,30K
OM,Dimitri Payet,Ligue 1 Conforama,France,82,LW,Rare,1.7K
Spurs,Giovani Lo Celso,Premier League,Argentina,82,CM,Rare,1.8K
Real Madrid,Marco Asensio,LaLiga Santander,Spain,82,LW,Rare,1.7K
Dortmund,Emre Can,Bundesliga,Germany,82,CM,Rare,3.5K
Atlético de Madrid,Marcos Llorente,LaLiga Santander,Spain,82,CM,Rare,2.4K
Atlético de Madrid,Yannick Carrasco,LaLiga Santander,Belgium,82,LM,Rare,1.8K
Ajax,Quincy Promes,Eredivisie (NED 1),Netherlands,82,CAM,Rare,1.5K
Arsenal,Mesut Özil,Premier League,Germany,82,CAM,Rare,1.4K
Ajax,Daley Blind,Eredivisie (NED 1),Netherlands,82,CB,Rare,1.5K
Everton,James Rodríguez,Premier League,Colombia,82,CAM,Rare,950
Guangzhou,Anderson Talisca,Chinese FA Super L. (CHN 1),Brazil,82,CAM,Rare,1K
Arsenal,Nicolas Pépé,Premier League,Côte d'Ivoire,82,RM,Rare,2K
TSG Hoffenheim,Andrej Kramaric,Bundesliga,Croatia,82,ST,Rare,1K
LOSC,Mike Maignan,Ligue 1 Conforama,France,82,GK,Rare,1K
Piemonte Calcio,Gianluigi Buffon,Serie A TIM,Italy,82,GK,Rare,1.3K
Villarreal CF,Raúl Albiol Tortajada,LaLiga Santander,Spain,82,CB,Non-Rare,6.2K
Sevilla FC,Ivan Rakitić,LaLiga Santander,Croatia,82,CM,Rare,1.5K
Leverkusen,Lars Bender,Bundesliga,Germany,82,RB,Rare,1.5K
Villarreal CF,Sergio Asenjo Andrés,LaLiga Santander,Spain,82,GK,Rare,950
Arsenal,Willian Borges da Silva,Premier League,Brazil,82,RW,Rare,2.8K
Inter,Ivan Perišić,Serie A TIM,Croatia,82,LM,Rare,1.2K
Galatasaray,Fernando Muslera,Süper Lig (TUR 1),Uruguay,82,GK,Rare,800
FC Bayern,Jérôme Boateng,Bundesliga,Germany,82,CB,Rare,2.6K
Shanghai SIPG,Marko Arnautović,Chinese FA Super L. (CHN 1),Austria,82,ST,Rare,900
Inter,Aleksandar Kolarov,Serie A TIM,Serbia,82,LB,Rare,1.8K
Piemonte Calcio,Aaron Ramsey,Serie A TIM,Wales,82,CM,Rare,1.3K
Real Betis,Sergio Canales Madrazo,LaLiga Santander,Spain,82,CM,Rare,2.5K
Paris SG,Alphonse Areola,Ligue 1 Conforama,France,82,GK,Rare,0
CSKA Moscow,Mário Figueira Fernandes,League of Russia (RUS 1),Russia,82,RWB,Rare,800
TSG Hoffenheim,Oliver Baumann,Bundesliga,Germany,82,GK,Rare,950
FC Barcelona,Norberto Murara Neto,LaLiga Santander,Brazil,82,GK,Rare,2.5K
Genoa,Mattia Perin,Serie A TIM,Italy,82,GK,Rare,800
Leeds United,Rodrigo Moreno Machado,Premier League,Spain,82,ST,Rare,3.9K
FC Porto,Danilo Luís Hélio Pereira,Liga NOS (POR 1),Portugal,82,CDM,Rare,26K
FC Porto,Agustín Marchesín,Liga NOS (POR 1),Argentina,82,GK,Non-Rare,850
Atlético de Madrid,Álvaro Borja Morata Martín,LaLiga Santander,Spain,82,ST,Rare,0
Valencia CF,Gabriel Armando de Abreu,LaLiga Santander,Brazil,82,CB,Rare,2.1K
Leverkusen,Karim Bellarabi,Bundesliga,Germany,82,RM,Rare,3K
Manchester Utd,Harry Maguire,Premier League,England,82,CB,Rare,2.3K
Burnley,Nick Pope,Premier League,England,82,GK,Rare,2.5K
Sevilla FC,Tomáš Vaclík,LaLiga Santander,Czech Republic,82,GK,Rare,750
OM,Florian Thauvin,Ligue 1 Conforama,France,82,RW,Rare,3.3K
Sevilla FC,Lucas Ocampos,LaLiga Santander,Argentina,82,RW,Rare,1.8K
Chelsea,Kepa Arrizabalaga,Premier League,Spain,82,GK,Rare,1K
M'gladbach,Matthias Ginter,Bundesliga,Germany,82,CB,Rare,2.3K
D. Alavés,Fernando Pacheco Flores,LaLiga Santander,Spain,82,GK,Rare,900
RB Leipzig,Marcel Halstenberg,Bundesliga,Germany,82,LB,Rare,1.4K
Atlético de Madrid,Ángel Correa,LaLiga Santander,Argentina,82,RM,Rare,1.9K
Villarreal CF,Gerónimo Rulli,LaLiga Santander,Argentina,82,GK,Rare,800
Getafe CF,Dakonam Djené,LaLiga Santander,Togo,82,CB,Rare,2K
FC Bayern,Lucas Hernández,Bundesliga,France,82,CB,Rare,3.1K
Atalanta,Robin Gosens,Serie A TIM,Germany,82,LM,Rare,1.7K
Getafe CF,David Soria Solís,LaLiga Santander,Spain,82,GK,Non-Rare,1.6K
Wolves,Rúben Diogo da Silva Neves,Premier League,Portugal,82,CM,Rare,1.5K
RB Leipzig,Konrad Laimer,Bundesliga,Austria,82,CDM,Rare,1.1K
Napoli,Fabián Ruiz Peña,Serie A TIM,Spain,82,CM,Rare,1.3K
Werder Bremen,Jiří Pavlenka,Bundesliga,Czech Republic,82,GK,Rare,750
Real Madrid,Sergio Reguilón Rodríguez,LaLiga Santander,Spain,82,LB,Rare,0
Piemonte Calcio,Morata,Serie A TIM,Spain,82,ST,Rare,2.4K
Spurs,Sergio Reguilón Rodríguez,Premier League,Spain,82,LB,Rare,2K
Fulham,Alphonse Areola,Premier League,France,82,GK,Rare,1.9K
RB Leipzig,Dayot Upamecano,Bundesliga,France,82,CB,IF,84.5K
LOSC,José Miguel da Rocha Fonte,Ligue 1 Conforama,Portugal,82,CB,IF,61K
Sassuolo,Francesco Caputo,Serie A TIM,Italy,82,ST,IF,0
LOSC,Renato Sanches,Ligue 1 Conforama,Portugal,82,CM,IF,121K
Getafe CF,Ángel Luís Rodríguez Díaz,LaLiga Santander,Spain,82,ST,IF,83K
Napoli,Victor Osimhen,Serie A TIM,Nigeria,82,ST,OTW,12.5K
Paris SG,Danilo Luís Hélio Pereira,Ligue 1 Conforama,Portugal,82,CDM,Rare,1.4K
Everton,Gylfi Sigurðsson,Premier League,Iceland,82,ST,IF,68.5K
Atlas,Camilo Vargas,LIGA BBVA MX (MEX 1),Colombia,82,GK,IF,0
Rennes,Hamari Traoré,Ligue 1 Conforama,Mali,82,RB,IF,0
Levante UD,Enis Bardhi,LaLiga Santander,FYR Macedonia,82,CAM,IF,70K
Chelsea,Olivier Giroud,Premier League,France,82,ST,IF,59K
Al Hilal,André Carrillo,MBS Pro League (SAU 1),Peru,82,RW,IF,66K
Leeds United,Rodrigo Moreno Machado,Premier League,Spain,82,ST,OTW,44K
Inter,Aleksandar Kolarov,Serie A TIM,Serbia,82,LB,CL,1.8K
Inter,Ivan Perišic,Serie A TIM,Croatia,82,LM,CL,1.4K
Real Madrid,Marco Asensio,LaLiga Santander,Spain,82,LW,CL,2.2K
RB Leipzig,Konrad Laimer,Bundesliga,Austria,82,CDM,CL,1.4K
RB Leipzig,Marcel Halstenberg,Bundesliga,Germany,82,LB,CL,1.4K
Atalanta,Robin Gosens,Serie A TIM,Germany,82,LM,CL,2.3K
FC Porto,Danilo Luís Hélio Pereira,Liga NOS (POR 1),Portugal,82,CDM,CL,0
FC Porto,Agustín Marchesín,Liga NOS (POR 1),Argentina,82,GK,CL,1.1K
Dortmund,Emre Can,Bundesliga,Germany,82,CM,CL,3.8K
M'gladbach,Matthias Ginter,Bundesliga,Germany,82,CB,CL,2.3K
FC Bayern,Jérôme Boateng,Bundesliga,Germany,82,CB,CL,2.8K
FC Bayern,Lucas Hernández,Bundesliga,France,82,CB,CL,3.2K
OM,Florian Thauvin,Ligue 1 Conforama,France,82,RW,CL,3.3K
OM,Dimitri Payet,Ligue 1 Conforama,France,82,LW,CL,1.8K
Ajax,Quincy Promes,Eredivisie (NED 1),Netherlands,82,CAM,CL,1.5K
Manchester Utd,Harry Maguire,Premier League,England,82,CB,CL,2.5K
Sevilla FC,Ivan Rakitic,LaLiga Santander,Croatia,82,CM,CL,1.5K
Sevilla FC,Tomáš Vaclík,LaLiga Santander,Czech Republic,82,GK,CL,3K
Sevilla FC,Lucas Ocampos,LaLiga Santander,Argentina,82,RW,CL,1.8K
Chelsea,Kepa Arrizabalaga,Premier League,Spain,82,GK,CL,2.3K
Atlético de Madrid,Yannick Carrasco,LaLiga Santander,Belgium,82,LM,CL,1.8K
Atlético de Madrid,Ángel Correa,LaLiga Santander,Argentina,82,RM,CL,2K
FC Barcelona,Norberto Murara Neto,LaLiga Santander,Brazil,82,GK,CL,2.5K
Atlético de Madrid,Marcos Llorente,LaLiga Santander,Spain,82,CM,CL,2.5K
Piemonte Calcio,Gianluigi Buffon,Serie A TIM,Italy,82,GK,CL,1.2K
Piemonte Calcio,Álvaro Borja Morata Martín,Serie A TIM,Spain,82,ST,CL,2.6K
Piemonte Calcio,Aaron Ramsey,Serie A TIM,Wales,82,CM,CL,1.5K
Paris SG,Danilo Luís Hélio Pereira,Ligue 1 Conforama,Portugal,82,CDM,CL,0
Ajax,Daley Blind,Eredivisie (NED 1),Netherlands,82,CB,CL,1.5K
Olympiacos CFP,Youssef El Arabi,Hellas Liga (GRE 1),Morocco,82,ST,IF,0
Napoli,Victor Osimhen,Serie A TIM,Nigeria,82,ST,IF,0
LOSC,Jonathan Bamba,Ligue 1 Conforama,France,82,LM,IF,0
OM,Jordan Amavi,Ligue 1 Conforama,France,82,LB,IF,55K
RB Leipzig,Daniel Olmo Carvajal,Bundesliga,Spain,82,CAM,IF,60K
SC Braga,Ricardo Sousa Esgaio,Liga NOS (POR 1),Portugal,82,RB,IF,0
VfL Wolfsburg,Maximilian Arnold,Bundesliga,Germany,82,CM,IF,0
BSC Young Boys,Jean-Pierre Nsame,Raiffeisen Super L. (SUI 1),Cameroon,82,ST,IF,0
Cagliari,João Pedro G. Santos Galvão,Serie A TIM,Brazil,82,CAM,IF,64K
Minnesota United,Ike Opara,Major League Soccer (MLS),United States,82,CB,Halloween,41K
OGC Nice,Pierre Lees-Melou,Ligue 1 Conforama,France,82,CM,IF,0
Hertha Berlin,Matheus Santos Carneiro Da Cunha,Bundesliga,Brazil,82,LM,IF,68K
Newcastle Utd,Callum Wilson,Premier League,England,82,ST,IF,0
Parma,Gervais Yao Kouassi,Serie A TIM,Côte d'Ivoire,82,ST,IF,50K
Roma FC,Chris Smalling,Serie A TIM,England,82,CB,IF,59K
Real Betis,Cristian Tello Herrera,LaLiga Santander,Spain,82,LM,IF,0
Arsenal,Gabriel dos S. Magalhães,Premier League,Brazil,82,CB,IF,0
Southampton,James Ward-Prowse,Premier League,England,82,CM,IF,74.5K
NY Red Bulls,Aaron Long,Major League Soccer (MLS),United States,82,CB,Squad,Foundations
OM,Morgan Sanson,Ligue 1 Conforama,France,82,CM,UCL,Live
OGC Nice,Youcef Atal,Ligue 1 Conforama,Algeria,82,RB,UEL,Live
Valencia CF,Carlos Soler Barragán,LaLiga Santander,Spain,82,CM,IF,71K
RB Leipzig,Ibrahima Konaté,Bundesliga,France,82,CB,IF,0
OL,Jason Denayer,Ligue 1 Conforama,Belgium,82,CB,IF,0
West Ham,Vladimír Coufal,Premier League,Czech Republic,82,RB,IF,74.5K
Crystal Palace,Michy Batshuayi,Premier League,Belgium,82,ST,IF,65K
Napoli,Mário Rui Silva Duarte,Serie A TIM,Portugal,82,LB,IF,64K
PSV,Denzel Dumfries,Eredivisie (NED 1),Netherlands,82,RB,IF,60K
Jiangsu Suning,Alex Teixeira dos Santos,Chinese FA Super L. (CHN 1),Brazil,82,ST,Hero,39K
SC Freiburg,Woo Yeong Jeong,Bundesliga,Korea Republic,82,RM,Objectives,0
RC Celta,Joseph Aidoo,LaLiga Santander,Ghana,82,CB,Objectives,0
Benevento,Andres Tello,Serie A TIM,Colombia,82,CM,Objectives,0
Preston,Scott Sinclair,EFL Championship (ENG 2),England,82,LM,Squad,Foundations
Blackburn Rovers,Bradley Dack,EFL Championship (ENG 2),England,82,CAM,Squad,Foundations
Montpellier,Andy Delort,Ligue 1 Conforama,Algeria,82,ST,IF,0
Fenerbahçe,Diego Perotti,Süper Lig (TUR 1),Argentina,82,LM,IF,55K
OL,Karl Toko-Ekambi,Ligue 1 Conforama,Cameroon,82,LW,IF,55K
Bordeaux,Benoît Costil,Ligue 1 Conforama,France,82,GK,IF,0
M'gladbach,Florian Neuhaus,Bundesliga,Germany,82,CM,IF,0
AS Monaco,Ruben Aguilar,Ligue 1 Conforama,France,82,RB,IF,56K
Ajax,Ryan Gravenberch,Eredivisie (NED 1),Netherlands,82,CM,Squad,Foundations
M'gladbach,Nico Elvedi,Bundesliga,Switzerland,82,CB,TOTGS,17.5K
Boca Juniors,Carlos Tévez,CONMEBOL Libertadores,Argentina,82,ST,MOTM,19.25K
Lanús,Lautaro Acosta,CONMEBOL Sudamericana,Argentina,82,LW,CONMEBOL,MOTM
Bordeaux,Pablo Nascimento Castro,Ligue 1 Conforama,Brazil,82,CB,IF,0
Hertha Berlin,Krzysztof Piatek,Bundesliga,Poland,82,ST,IF,0
Paris SG,Rafael Alcântara,Ligue 1 Conforama,Brazil,82,CM,IF,55K
Slavia Praha,Ondrej Kolár,Česká Liga (CZE 1),Czech Republic,82,GK,IF,0
RC Celta,Hugo Mallo Novegil,LaLiga Santander,Spain,82,RB,IF,80K
RB Leipzig,Emil Forsberg,Bundesliga,Sweden,82,CF,IF,0
OM,Darío Benedetto,Ligue 1 Conforama,Argentina,82,ST,IF,0
Aston Villa,Emiliano Martínez,Premier League,Argentina,82,GK,IF,60K
Ajax,Antony Matheus dos Santos,Eredivisie (NED 1),Brazil,82,RW,IF,56K
Sevilla FC,Jules Koundé,LaLiga Santander,France,82,CB,IF,61K
Everton,Michael Keane,Premier League,England,82,CB,IF,0
AZ,Teun Koopmeiners,Eredivisie (NED 1),Netherlands,82,CM,IF,0
Everton,Yerry Mina,Premier League,Colombia,82,CB,IF,0
Manchester Utd,Scott McTominay,Premier League,Scotland,82,CDM,IF,55K
Frankfurt,André Miguel Valente da Silva,Bundesliga,Portugal,82,ST,IF,0
Beşiktaş,Domagoj Vida,Süper Lig (TUR 1),Croatia,82,CB,IF,0
Milan,Hakan Çalhanoglu,Serie A TIM,Turkey,82,CAM,IF,0
Angers SCO,Paul Bernardoni,Ligue 1 Conforama,France,82,GK,IF,0
Torino,Armando Izzo,Serie A TIM,Italy,82,CB,IF,0
CA Osasuna,Rubén García Santos,LaLiga Santander,Spain,82,ST,IF,71.5K
Wolves,Romain Saïss,Premier League,Morocco,82,CB,IF,60K
Atalanta,Luis Muriel,Serie A TIM,Colombia,82,ST,IF,53K
Burnley,Ben Mee,Premier League,England,82,CB,IF,0
Dortmund,Manuel Akanji,Bundesliga,Switzerland,82,CB,IF,56K
FC Porto,Sérgio Miguel Relvas de Oliveira,Liga NOS (POR 1),Portugal,82,CM,IF,52K
Arsenal,Kieran Tierney,Premier League,Scotland,82,LB,IF,59.5K
Levante UD,José Luis Morales Nogales,LaLiga Santander,Spain,82,LM,IF,69.5K
SC Freiburg,Baptiste Santamaria,Bundesliga,France,82,CDM,IF,55K
Piemonte Calcio,Danilo Luiz da Silva,Serie A TIM,Brazil,82,RB,IF,0
Sevilla FC,Youssef En-Nesyri,LaLiga Santander,Morocco,82,ST,IF,0
Galatasaray,Younès Belhanda,Süper Lig (TUR 1),Morocco,82,CM,IF,0
Genoa,Domenico Criscito,Serie A TIM,Italy,82,CB,IF,0
PSV,Donyell Malen,Eredivisie (NED 1),Netherlands,82,ST,IF,0
OGC Nice,Youcef Atal,Ligue 1 Conforama,Algeria,82,RWB,IF,50K
Atalanta,Cristian Romero,Serie A TIM,Argentina,82,CB,IF,46K
Roma FC,Lorenzo Pellegrini,Serie A TIM,Italy,82,LF,IF,0
Chelsea,Tammy Abraham,Premier League,England,82,ST,MOTM,17.25K
Piemonte Calcio,Federico Chiesa,Serie A TIM,Italy,82,ST,MOTM,24K
Manchester City,Phil Foden,Premier League,England,82,CM,MOTM,20K
ASSE,Mathieu Debuchy,Ligue 1 Conforama,France,82,RB,IF,0
Leeds United,Patrick Bamford,Premier League,England,82,ST,SIF,0
Napoli,David Ospina,Serie A TIM,Colombia,82,GK,MOTM,17.5K
Fenerbahçe,Mesut Özil,Süper Lig (TUR 1),Germany,82,CAM,Rare,900
AS Monaco,Alexandr Golovin,Ligue 1 Conforama,Russia,82,RM,IF,0
Milan,Ante Rebic,Serie A TIM,Croatia,82,LM,IF,56.5K
Newcastle Utd,Miguel Almirón,Premier League,Paraguay,82,CAM,IF,59.5K
Dortmund,Reinier,Bundesliga,Brazil,82,CF,FUT,Future
Getafe CF,Marc Cucurella Saseta,LaLiga Santander,Spain,82,LB,FUT,Future
Watford,Ismaïla Sarr,EFL Championship (ENG 2),Senegal,82,RM,IF,0
Roma FC,Jordan Veretout,Serie A TIM,France,82,CM,IF,0
Napoli,Alex Meret,Serie A TIM,Italy,82,GK,IF,0
Leicester City,Fofana,Premier League,France,82,CDM,FUT,Future
FC Metz,Farid Boulaya,Ligue 1 Conforama,Algeria,82,CAM,Ligue,1
Real Sociedad,Alexander Isak,LaLiga Santander,Sweden,82,ST,IF,0
VfL Wolfsburg,Renato Steffen,Bundesliga,Switzerland,82,LM,IF,0
Al Ain FC,Caio Canedo Corrêa,United Emirates L. (UAE 1),United Arab Emirates,82,LM,SIF,0
FC Porto,Moussa Marega,Liga NOS (POR 1),Mali,82,ST,CL,MOTM
Kawasaki-F,Akihiro Ienaga,Meiji Yasuda J1 (JPN 1),Japan,82,RW,SIF,0
Leverkusen,Jonathan Tah,Bundesliga,Germany,82,CB,IF,0
VfB Stuttgart,Silas Wamangituka,Bundesliga,Congo DR,82,RM,SIF,73K
SC Braga,Lucas Domingues Piazon,Liga NOS (POR 1),Brazil,82,RW,MOTM,15.25K
Atlético de Madrid,João Félix Sequeira,LaLiga Santander,Portugal,81,CF,Rare,1.6K
Spurs,Davinson Sánchez,Premier League,Colombia,81,CB,Rare,3.6K
Liverpool,Xherdan Shaqiri,Premier League,Switzerland,81,RM,Rare,800
Liverpool,Naby Keïta,Premier League,Guinea,81,CM,Rare,950
Manchester City,Benjamin Mendy,Premier League,France,81,LB,Rare,2.7K
Manchester City,Ferrán Torres,Premier League,Spain,81,RM,Rare,1.7K
Paris SG,Presnel Kimpembe,Ligue 1 Conforama,France,81,CB,Rare,5.7K
Paris SG,Pablo Sarabia,Ligue 1 Conforama,Spain,81,RW,Rare,1.4K
Chelsea,Christian Pulisic,Premier League,United States,81,LW,Rare,3.7K
Dortmund,Thomas Meunier,Bundesliga,Belgium,81,RB,Rare,1.1K
Dortmund,Thomas Delaney,Bundesliga,Denmark,81,CDM,Rare,1.3K
Chelsea,Marcos Alonso,Premier League,Spain,81,LB,Rare,1.4K
Chelsea,Ben Chilwell,Premier League,England,81,LB,Rare,1K
Chelsea,Antonio Rüdiger,Premier League,Germany,81,CB,Rare,5.1K
FC Bayern,Alphonso Davies,Bundesliga,Canada,81,LB,Rare,2.5K
Leverkusen,Moussa Diaby,Bundesliga,France,81,LM,Rare,1.2K
Shakhtar Donetsk,Marlos Romero Bonfim,Ukrayina Liha (UKR 1),Ukraine,81,RM,Rare,700
Boca Juniors,Eduardo Salvio,CONMEBOL Libertadores,Argentina,81,RM,Libertadores,750
Fiorentina,Ribéry,Serie A TIM,France,81,CF,Rare,800
Piemonte Calcio,Juan Cuadrado,Serie A TIM,Colombia,81,RB,Rare,3.6K
Athletic Club,Iñaki Williams,LaLiga Santander,Spain,81,ST,Rare,2.3K
Sporting CP,Sebastián Coates,Liga NOS (POR 1),Uruguay,81,CB,Rare,900
Tigres,André-Pierre Gignac,LIGA BBVA MX (MEX 1),France,81,ST,Rare,800
Feyenoord,Steven Berghuis,Eredivisie (NED 1),Netherlands,81,RW,Rare,700
Atlanta United,Josef Martínez,Major League Soccer (MLS),Venezuela,81,ST,Rare,700
Vissel Kobe,Andrés Iniesta Luján,Meiji Yasuda J1 (JPN 1),Spain,81,CM,Rare,700
FC Porto,Képler Laveran Lima Ferreira,Liga NOS (POR 1),Portugal,81,CB,Rare,1.3K
Atlético de Madrid,Héctor Herrera,LaLiga Santander,Mexico,81,CM,Rare,1.3K
Sassuolo,Andrea Consigli,Serie A TIM,Italy,81,GK,Non-Rare,550
West Ham,Łukasz Fabiański,Premier League,Poland,81,GK,Rare,750
ASSE,Stéphane Ruffier,Ligue 1 Conforama,France,81,GK,Non-Rare,4K
Dalian Pro,Marek Hamšík,Chinese FA Super L. (CHN 1),Slovakia,81,CM,Rare,700
Club Brugge,Simon Mignolet,1A Pro League (BEL 1),Belgium,81,GK,Rare,800
FC Porto,Iván Marcano Sierra,Liga NOS (POR 1),Spain,81,CB,Non-Rare,1.5K
Leverkusen,Sven Bender,Bundesliga,Germany,81,CB,Non-Rare,2.1K
FC Bayern,Javier Martínez Aginaga,Bundesliga,Spain,81,CDM,Rare,900
Piemonte Calcio,Sami Khedira,Serie A TIM,Germany,81,CM,Rare,2.9K
Union Berlin,Max Kruse,Bundesliga,Germany,81,CAM,Rare,750
Shakhtar Donetsk,Taison Barcellos Freda,Ukrayina Liha (UKR 1),Brazil,81,LM,Rare,900
RB Leipzig,Kevin Kampl,Bundesliga,Slovenia,81,CM,Rare,800
Beijing Guoan,Jonathan Viera Ramos,Chinese FA Super L. (CHN 1),Spain,81,CAM,Rare,900
R. Valladolid CF,Jordi Masip López,LaLiga Santander,Spain,81,GK,Rare,700
Valencia CF,Jasper Cillessen,LaLiga Santander,Netherlands,81,GK,Non-Rare,600
Villarreal CF,Francisco Alcácer García,LaLiga Santander,Spain,81,ST,Rare,900
AS Monaco,Kevin Volland,Ligue 1 Conforama,Germany,81,ST,Rare,750
Shakhtar Donetsk,Ismaily Gonçalves dos S.,Ukrayina Liha (UKR 1),Brazil,81,LB,Rare,1.4K
Spurs,Matt Doherty,Premier League,Republic of Ireland,81,RWB,Non-Rare,2.4K
West Ham,Felipe Anderson Pereira Gomes,Premier League,Brazil,81,LM,Rare,9.1K
Sevilla FC,Jesús Joaquín Fernández Sáez,LaLiga Santander,Spain,81,RW,Rare,1K
Roma FC,Alessandro Florenzi,Serie A TIM,Italy,81,RB,Rare,0
Atlético de Madrid,Santiago Arias,LaLiga Santander,Colombia,81,RB,Rare,8.9K
Guangzhou R&F,Eran Zahavi,Chinese FA Super L. (CHN 1),Israel,81,ST,Rare,0
Atlético de Madrid,Stefan Savić,LaLiga Santander,Montenegro,81,CB,Non-Rare,1.9K
Everton,Jordan Pickford,Premier League,England,81,GK,Rare,1K
Napoli,Arkadiusz Milik,Serie A TIM,Poland,81,ST,Rare,2.6K
Cagliari,Alessio Cragno,Serie A TIM,Italy,81,GK,Rare,700
West Ham,Sébastien Haller,Premier League,France,81,ST,Rare,3K
Boca Juniors,Esteban Andrada,CONMEBOL Libertadores,Argentina,81,GK,Libertadores,700
Manchester Utd,Luke Shaw,Premier League,England,81,LB,Rare,1.8K
Atalanta,Marten de Roon,Serie A TIM,Netherlands,81,CDM,Rare,1.5K
Manchester Utd,Frederico de Paula Santos,Premier League,Brazil,81,CDM,Rare,3.5K
Piemonte Calcio,Adrien Rabiot,Serie A TIM,France,81,CM,Rare,2.4K
Wolves,Jonathan Castro Otto,Premier League,Spain,81,LWB,Non-Rare,1K
OL,Moussa Dembélé,Ligue 1 Conforama,France,81,ST,Rare,2.8K
SL Benfica,Odisseas Vlachodimos,Liga NOS (POR 1),Greece,81,GK,Rare,700
Atlético de Madrid,Thomas Lemar,LaLiga Santander,France,81,LM,Rare,1.3K
OGC Nice,Walter Benítez,Ligue 1 Conforama,Argentina,81,GK,Rare,700
Lazio,Joaquín Correa,Serie A TIM,Argentina,81,CF,Rare,800
River Plate,Ignacio Fernández,CONMEBOL Libertadores,Argentina,81,CM,Libertadores,950
Athletic Club,Ander Capa Rodríguez,LaLiga Santander,Spain,81,RB,Rare,1.8K
Leicester City,Youri Tielemans,Premier League,Belgium,81,CM,Rare,850
Napoli,Matteo Politano,Serie A TIM,Italy,81,RM,Rare,1.7K
Leicester City,James Maddison,Premier League,England,81,CAM,Rare,1.6K
SL Benfica,Everton Sousa Soares,Liga NOS (POR 1),Brazil,81,LW,Rare,850
VfL Wolfsburg,Wout Weghorst,Bundesliga,Netherlands,81,ST,Rare,900
Arsenal,Lucas Torreira,Premier League,Uruguay,81,CDM,Rare,6.9K
Valencia CF,Gonçalo Manuel Ganchinho Guedes,LaLiga Santander,Portugal,81,LM,Rare,700
FC Bayern,Benjamin Pavard,Bundesliga,France,81,RB,Rare,1.1K
SD Eibar,Marko Dmitrović,LaLiga Santander,Serbia,81,GK,Non-Rare,750
Everton,Richarlison de Andrade,Premier League,Brazil,81,ST,Rare,2.2K
Rennes,Raphael Dias Belloli,Ligue 1 Conforama,Brazil,81,RM,Rare,15K
OL,Houssem Aouar,Ligue 1 Conforama,France,81,CM,Rare,2.2K
Lazio,Manuel Lazzari,Serie A TIM,Italy,81,RM,Rare,750
West Ham,Tomáš Souček,Premier League,Czech Republic,81,CDM,Rare,750
Getafe CF,Marc Cucurella Saseta,LaLiga Santander,Spain,81,LM,Rare,950
SL Benfica,Rúben Santos Gato Alves Dias,Liga NOS (POR 1),Portugal,81,CB,Rare,16K
Atlético de Madrid,Renan Augusto Lodi dos Santos,LaLiga Santander,Brazil,81,LB,Rare,2.5K
PSV,Eran Zahavi,Eredivisie (NED 1),Israel,81,ST,Rare,700
Paris SG,Alessandro Florenzi,Ligue 1 Conforama,Italy,81,RB,Rare,2.1K
FC Barcelona,Ansu Fati,LaLiga Santander,Spain,81,LW,IF,0
West Ham,Jarrod Bowen,Premier League,England,81,RM,IF,69K
TSG Hoffenheim,Diadie Samassekou,Bundesliga,Mali,81,CDM,IF,0
Southampton,Jan Bednarek,Premier League,Poland,81,CB,IF,0
Werder Bremen,Niclas Füllkrug,Bundesliga,Germany,81,ST,IF,0
FC Augsburg,Felix Uduokhai,Bundesliga,Germany,81,CB,IF,70.5K
Chongqing SWM,Adrian Mierzejewski,Chinese FA Super L. (CHN 1),Poland,81,ST,IF,0
Atalanta,José Luis Palomino,Serie A TIM,Argentina,81,CB,IF,0
Aston Villa,Ollie Watkins,Premier League,England,81,ST,IF,55K
FC Augsburg,Rafal Gikiewicz,Bundesliga,Poland,81,GK,IF,0
Dinamo Zagreb,Mislav Oršic,Liga Hrvatska (CRO 1),Croatia,81,LM,IF,0
Alanyaspor,Davidson,Süper Lig (TUR 1),Brazil,81,LM,IF,0
Manchester City,Rúben Santos Gato Alves Dias,Premier League,Portugal,81,CB,CL,0
Leverkusen,Santiago Arias,Bundesliga,Colombia,81,RB,Rare,850
Manchester City,Rúben Santos Gato Alves Dias,Premier League,Portugal,81,CB,Rare,2K
Atlético de Madrid,Lucas Torreira,LaLiga Santander,Uruguay,81,CDM,Rare,1.3K
Leeds United,Raphael Dias Belloli,Premier League,Brazil,81,RM,Rare,1.5K
Atalanta,Berat Djimsiti,Serie A TIM,Albania,81,CB,IF,63.5K
Manchester City,Ferrán Torres,Premier League,Spain,81,RM,OTW,43.5K
LOSC,Jonathan David,Ligue 1 Conforama,Canada,81,ST,OTW,16.5K
